,< -10.00%,"[-10.00%, -9.00%)","[-9.00%, -8.00%)","[-8.00%, -7.00%)","[-7.00%, -6.00%)","[-6.00%, -5.00%)","[-5.00%, -4.50%)","[-4.50%, -4.00%)","[-4.00%, -3.50%)","[-3.50%, -3.00%)","[-3.00%, -2.50%)","[-2.50%, -2.05%)","[-2.05%, -1.85%)","[-1.85%, -1.65%)","[-1.65%, -1.46%)","[-1.46%, -1.26%)","[-1.26%, -1.06%)","[-1.06%, -1.05%)","[-1.05%, -0.95%)","[-0.95%, -0.85%)","[-0.85%, -0.75%)","[-0.75%, -0.65%)","[-0.65%, -0.55%)","[-0.55%, -0.45%)","[-0.45%, -0.35%)","[-0.35%, -0.25%)","[-0.25%, -0.15%)","[-0.15%, -0.05%)","[-0.05%, 0.05%)","[0.05%, 0.15%)","[0.15%, 0.25%)","[0.25%, 0.35%)","[0.35%, 0.45%)","[0.45%, 0.55%)","[0.55%, 0.65%)","[0.65%, 0.75%)","[0.75%, 0.85%)","[0.85%, 0.95%)","[0.95%, 1.05%)","[1.05%, 1.06%)","[1.06%, 1.26%)","[1.26%, 1.46%)","[1.46%, 1.65%)","[1.65%, 1.85%)","[1.85%, 2.05%)","[2.05%, 2.55%)","[2.55%, 3.05%)","[3.05%, 3.55%)","[3.55%, 4.05%)","[4.05%, 4.55%)","[4.55%, 5.00%)","[5.00%, 6.00%)","[6.00%, 7.00%)","[7.00%, 8.00%)","[8.00%, 9.00%)","[9.00%, 10.00%)",> 10.00%
< -10.00%,0.058823529411764705,0.0,0.058823529411764705,0.0,0.11764705882352941,0.11764705882352941,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.23529411764705882
"[-10.00%, -9.00%)",0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[-9.00%, -8.00%)",0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
"[-8.00%, -7.00%)",0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.0,0.0,0.06666666666666667,0.13333333333333333,0.0,0.0,0.06666666666666667
"[-7.00%, -6.00%)",0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.038461538461538464,0.07692307692307693,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.07692307692307693,0.0,0.0,0.038461538461538464,0.0,0.0,0.038461538461538464,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.07692307692307693,0.038461538461538464,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0
"[-6.00%, -5.00%)",0.0,0.0,0.0,0.0,0.0,0.046511627906976744,0.046511627906976744,0.023255813953488372,0.046511627906976744,0.023255813953488372,0.0,0.046511627906976744,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.046511627906976744,0.023255813953488372,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.023255813953488372,0.023255813953488372,0.0,0.023255813953488372,0.0,0.023255813953488372,0.046511627906976744,0.0,0.023255813953488372,0.023255813953488372,0.06976744186046512,0.09302325581395349,0.023255813953488372,0.06976744186046512,0.0,0.046511627906976744,0.0,0.09302325581395349,0.0,0.0,0.0,0.023255813953488372
"[-5.00%, -4.50%)",0.0,0.0,0.0,0.029411764705882353,0.0,0.029411764705882353,0.0,0.029411764705882353,0.0,0.058823529411764705,0.029411764705882353,0.08823529411764706,0.0,0.0,0.0,0.029411764705882353,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.029411764705882353,0.0,0.029411764705882353,0.0,0.029411764705882353,0.029411764705882353,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.029411764705882353,0.0,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.029411764705882353,0.058823529411764705,0.058823529411764705,0.0,0.0,0.029411764705882353,0.0,0.0,0.029411764705882353,0.0,0.0,0.0
"[-4.50%, -4.00%)",0.015384615384615385,0.0,0.0,0.015384615384615385,0.03076923076923077,0.015384615384615385,0.015384615384615385,0.03076923076923077,0.03076923076923077,0.03076923076923077,0.046153846153846156,0.046153846153846156,0.0,0.015384615384615385,0.0,0.03076923076923077,0.03076923076923077,0.0,0.03076923076923077,0.0,0.015384615384615385,0.03076923076923077,0.03076923076923077,0.03076923076923077,0.0,0.046153846153846156,0.015384615384615385,0.015384615384615385,0.03076923076923077,0.015384615384615385,0.0,0.015384615384615385,0.046153846153846156,0.015384615384615385,0.0,0.015384615384615385,0.0,0.03076923076923077,0.015384615384615385,0.0,0.015384615384615385,0.03076923076923077,0.03076923076923077,0.015384615384615385,0.0,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.0,0.015384615384615385,0.03076923076923077,0.0,0.0,0.015384615384615385,0.0,0.03076923076923077
"[-4.00%, -3.50%)",0.0,0.0,0.0,0.0,0.0,0.014925373134328358,0.014925373134328358,0.029850746268656716,0.029850746268656716,0.029850746268656716,0.014925373134328358,0.04477611940298507,0.0,0.0,0.04477611940298507,0.029850746268656716,0.07462686567164178,0.0,0.014925373134328358,0.029850746268656716,0.0,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.0,0.0,0.014925373134328358,0.0,0.0,0.014925373134328358,0.014925373134328358,0.04477611940298507,0.014925373134328358,0.029850746268656716,0.014925373134328358,0.014925373134328358,0.0,0.014925373134328358,0.029850746268656716,0.0,0.029850746268656716,0.029850746268656716,0.029850746268656716,0.029850746268656716,0.029850746268656716,0.029850746268656716,0.04477611940298507,0.029850746268656716,0.029850746268656716,0.029850746268656716,0.014925373134328358,0.014925373134328358,0.014925373134328358,0.0,0.014925373134328358,0.0,0.0
"[-3.50%, -3.00%)",0.0,0.010869565217391304,0.0,0.0,0.021739130434782608,0.03260869565217391,0.021739130434782608,0.021739130434782608,0.03260869565217391,0.043478260869565216,0.03260869565217391,0.03260869565217391,0.021739130434782608,0.010869565217391304,0.010869565217391304,0.03260869565217391,0.03260869565217391,0.0,0.021739130434782608,0.05434782608695652,0.010869565217391304,0.0,0.0,0.021739130434782608,0.010869565217391304,0.010869565217391304,0.03260869565217391,0.010869565217391304,0.021739130434782608,0.0,0.0,0.021739130434782608,0.021739130434782608,0.021739130434782608,0.010869565217391304,0.021739130434782608,0.021739130434782608,0.0,0.010869565217391304,0.010869565217391304,0.043478260869565216,0.06521739130434782,0.03260869565217391,0.010869565217391304,0.010869565217391304,0.043478260869565216,0.021739130434782608,0.021739130434782608,0.0,0.010869565217391304,0.0,0.010869565217391304,0.010869565217391304,0.0,0.021739130434782608,0.0,0.0
"[-3.00%, -2.50%)",0.00684931506849315,0.00684931506849315,0.0,0.0,0.0,0.0136986301369863,0.0136986301369863,0.03424657534246575,0.0136986301369863,0.0273972602739726,0.0410958904109589,0.06164383561643835,0.03424657534246575,0.0136986301369863,0.04794520547945205,0.02054794520547945,0.04794520547945205,0.0,0.00684931506849315,0.00684931506849315,0.03424657534246575,0.0273972602739726,0.03424657534246575,0.0136986301369863,0.02054794520547945,0.0273972602739726,0.0136986301369863,0.00684931506849315,0.04794520547945205,0.02054794520547945,0.02054794520547945,0.0136986301369863,0.03424657534246575,0.0136986301369863,0.00684931506849315,0.02054794520547945,0.03424657534246575,0.0273972602739726,0.0136986301369863,0.0,0.0273972602739726,0.00684931506849315,0.0136986301369863,0.0,0.0136986301369863,0.0273972602739726,0.0273972602739726,0.0273972602739726,0.00684931506849315,0.0,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.00684931506849315
"[-2.50%, -2.05%)",0.0,0.0,0.0,0.005494505494505495,0.01098901098901099,0.005494505494505495,0.0,0.016483516483516484,0.016483516483516484,0.027472527472527472,0.01098901098901099,0.027472527472527472,0.02197802197802198,0.01098901098901099,0.04395604395604396,0.0,0.04395604395604396,0.0,0.016483516483516484,0.027472527472527472,0.016483516483516484,0.01098901098901099,0.027472527472527472,0.03296703296703297,0.027472527472527472,0.016483516483516484,0.054945054945054944,0.02197802197802198,0.016483516483516484,0.01098901098901099,0.03296703296703297,0.038461538461538464,0.016483516483516484,0.016483516483516484,0.03296703296703297,0.005494505494505495,0.02197802197802198,0.03296703296703297,0.03296703296703297,0.0,0.027472527472527472,0.02197802197802198,0.02197802197802198,0.016483516483516484,0.027472527472527472,0.03296703296703297,0.02197802197802198,0.027472527472527472,0.016483516483516484,0.01098901098901099,0.005494505494505495,0.0,0.005494505494505495,0.005494505494505495,0.0,0.005494505494505495,0.0
"[-2.05%, -1.85%)",0.0,0.0,0.0,0.0,0.010416666666666666,0.0,0.010416666666666666,0.03125,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.010416666666666666,0.03125,0.020833333333333332,0.010416666666666666,0.041666666666666664,0.041666666666666664,0.0,0.052083333333333336,0.010416666666666666,0.052083333333333336,0.020833333333333332,0.041666666666666664,0.03125,0.010416666666666666,0.0,0.041666666666666664,0.041666666666666664,0.03125,0.010416666666666666,0.020833333333333332,0.0,0.010416666666666666,0.03125,0.010416666666666666,0.0,0.020833333333333332,0.020833333333333332,0.0,0.0,0.03125,0.020833333333333332,0.010416666666666666,0.020833333333333332,0.010416666666666666,0.041666666666666664,0.0625,0.020833333333333332,0.010416666666666666,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.010416666666666666,0.010416666666666666
"[-1.85%, -1.65%)",0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,0.0,0.030612244897959183,0.030612244897959183,0.02040816326530612,0.01020408163265306,0.030612244897959183,0.0,0.0,0.0,0.030612244897959183,0.0,0.01020408163265306,0.02040816326530612,0.0,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.05102040816326531,0.04081632653061224,0.04081632653061224,0.05102040816326531,0.061224489795918366,0.05102040816326531,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.05102040816326531,0.02040816326530612,0.01020408163265306,0.030612244897959183,0.0,0.04081632653061224,0.01020408163265306,0.04081632653061224,0.04081632653061224,0.030612244897959183,0.05102040816326531,0.02040816326530612,0.02040816326530612,0.01020408163265306,0.02040816326530612,0.0,0.01020408163265306,0.01020408163265306,0.01020408163265306,0.0,0.0,0.02040816326530612
"[-1.65%, -1.46%)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019867549668874173,0.0,0.013245033112582781,0.019867549668874173,0.033112582781456956,0.019867549668874173,0.026490066225165563,0.033112582781456956,0.019867549668874173,0.039735099337748346,0.0,0.033112582781456956,0.013245033112582781,0.006622516556291391,0.039735099337748346,0.019867549668874173,0.026490066225165563,0.033112582781456956,0.033112582781456956,0.026490066225165563,0.026490066225165563,0.033112582781456956,0.052980132450331126,0.019867549668874173,0.013245033112582781,0.026490066225165563,0.019867549668874173,0.013245033112582781,0.033112582781456956,0.006622516556291391,0.019867549668874173,0.006622516556291391,0.0,0.033112582781456956,0.026490066225165563,0.026490066225165563,0.013245033112582781,0.006622516556291391,0.033112582781456956,0.039735099337748346,0.033112582781456956,0.019867549668874173,0.006622516556291391,0.006622516556291391,0.006622516556291391,0.006622516556291391,0.0,0.006622516556291391,0.0,0.006622516556291391
"[-1.46%, -1.26%)",0.0,0.0,0.0,0.00641025641025641,0.00641025641025641,0.00641025641025641,0.0,0.019230769230769232,0.0,0.00641025641025641,0.02564102564102564,0.019230769230769232,0.03205128205128205,0.01282051282051282,0.02564102564102564,0.019230769230769232,0.038461538461538464,0.0,0.019230769230769232,0.01282051282051282,0.03205128205128205,0.03205128205128205,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.02564102564102564,0.019230769230769232,0.038461538461538464,0.057692307692307696,0.00641025641025641,0.00641025641025641,0.03205128205128205,0.038461538461538464,0.02564102564102564,0.0,0.01282051282051282,0.04487179487179487,0.019230769230769232,0.01282051282051282,0.0,0.05128205128205128,0.02564102564102564,0.02564102564102564,0.038461538461538464,0.019230769230769232,0.01282051282051282,0.04487179487179487,0.019230769230769232,0.0,0.00641025641025641,0.0,0.00641025641025641,0.0,0.00641025641025641,0.0,0.00641025641025641,0.00641025641025641
"[-1.26%, -1.06%)",0.0,0.0,0.0,0.0,0.0,0.005128205128205128,0.0,0.0,0.010256410256410256,0.020512820512820513,0.020512820512820513,0.020512820512820513,0.020512820512820513,0.005128205128205128,0.035897435897435895,0.015384615384615385,0.020512820512820513,0.0,0.015384615384615385,0.015384615384615385,0.010256410256410256,0.020512820512820513,0.02564102564102564,0.05641025641025641,0.03076923076923077,0.035897435897435895,0.035897435897435895,0.015384615384615385,0.035897435897435895,0.005128205128205128,0.015384615384615385,0.041025641025641026,0.041025641025641026,0.010256410256410256,0.03076923076923077,0.020512820512820513,0.035897435897435895,0.010256410256410256,0.005128205128205128,0.010256410256410256,0.06153846153846154,0.05641025641025641,0.020512820512820513,0.020512820512820513,0.010256410256410256,0.05128205128205128,0.02564102564102564,0.020512820512820513,0.015384615384615385,0.005128205128205128,0.010256410256410256,0.005128205128205128,0.0,0.0,0.0,0.0,0.0
"[-1.06%, -1.05%)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[-1.05%, -0.95%)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008928571428571428,0.008928571428571428,0.0,0.017857142857142856,0.017857142857142856,0.03571428571428571,0.008928571428571428,0.026785714285714284,0.017857142857142856,0.026785714285714284,0.0,0.008928571428571428,0.008928571428571428,0.026785714285714284,0.017857142857142856,0.05357142857142857,0.017857142857142856,0.017857142857142856,0.03571428571428571,0.03571428571428571,0.008928571428571428,0.03571428571428571,0.026785714285714284,0.03571428571428571,0.008928571428571428,0.044642857142857144,0.0625,0.026785714285714284,0.026785714285714284,0.03571428571428571,0.017857142857142856,0.008928571428571428,0.0,0.05357142857142857,0.03571428571428571,0.026785714285714284,0.017857142857142856,0.0,0.044642857142857144,0.03571428571428571,0.008928571428571428,0.008928571428571428,0.0,0.026785714285714284,0.0,0.008928571428571428,0.0,0.0,0.0,0.0
"[-0.95%, -0.85%)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017094017094017096,0.017094017094017096,0.05128205128205128,0.008547008547008548,0.03418803418803419,0.008547008547008548,0.05128205128205128,0.02564102564102564,0.0,0.008547008547008548,0.008547008547008548,0.02564102564102564,0.03418803418803419,0.0,0.03418803418803419,0.008547008547008548,0.017094017094017096,0.03418803418803419,0.02564102564102564,0.008547008547008548,0.03418803418803419,0.05982905982905983,0.06837606837606838,0.017094017094017096,0.02564102564102564,0.042735042735042736,0.03418803418803419,0.02564102564102564,0.02564102564102564,0.017094017094017096,0.0,0.017094017094017096,0.03418803418803419,0.02564102564102564,0.042735042735042736,0.02564102564102564,0.02564102564102564,0.017094017094017096,0.0,0.008547008547008548,0.008547008547008548,0.0,0.008547008547008548,0.008547008547008548,0.0,0.008547008547008548,0.0,0.0
"[-0.85%, -0.75%)",0.0,0.0,0.0,0.0,0.0,0.00684931506849315,0.00684931506849315,0.00684931506849315,0.0,0.00684931506849315,0.0,0.0410958904109589,0.0,0.00684931506849315,0.03424657534246575,0.0410958904109589,0.02054794520547945,0.0,0.0136986301369863,0.0136986301369863,0.03424657534246575,0.02054794520547945,0.02054794520547945,0.02054794520547945,0.0273972602739726,0.03424657534246575,0.03424657534246575,0.06164383561643835,0.0136986301369863,0.0273972602739726,0.03424657534246575,0.0684931506849315,0.0136986301369863,0.03424657534246575,0.0410958904109589,0.02054794520547945,0.0136986301369863,0.02054794520547945,0.0410958904109589,0.00684931506849315,0.06164383561643835,0.00684931506849315,0.0136986301369863,0.02054794520547945,0.0136986301369863,0.02054794520547945,0.03424657534246575,0.0136986301369863,0.00684931506849315,0.0,0.00684931506849315,0.0,0.0,0.0,0.0,0.00684931506849315,0.00684931506849315
"[-0.75%, -0.65%)",0.0,0.006666666666666667,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.006666666666666667,0.0,0.02,0.02,0.013333333333333334,0.03333333333333333,0.02,0.013333333333333334,0.04,0.0,0.02666666666666667,0.02,0.013333333333333334,0.02,0.05333333333333334,0.02,0.03333333333333333,0.02666666666666667,0.02666666666666667,0.02666666666666667,0.006666666666666667,0.06,0.04,0.04666666666666667,0.02666666666666667,0.05333333333333334,0.02,0.006666666666666667,0.02,0.04666666666666667,0.02,0.0,0.05333333333333334,0.02666666666666667,0.02,0.013333333333333334,0.02666666666666667,0.02,0.013333333333333334,0.013333333333333334,0.006666666666666667,0.006666666666666667,0.0,0.006666666666666667,0.0,0.0,0.0,0.0,0.0
"[-0.65%, -0.55%)",0.013422818791946308,0.0,0.0,0.0,0.0,0.006711409395973154,0.006711409395973154,0.0,0.006711409395973154,0.0,0.013422818791946308,0.040268456375838924,0.006711409395973154,0.006711409395973154,0.026845637583892617,0.006711409395973154,0.03355704697986577,0.0,0.006711409395973154,0.006711409395973154,0.040268456375838924,0.020134228187919462,0.04697986577181208,0.013422818791946308,0.040268456375838924,0.013422818791946308,0.03355704697986577,0.020134228187919462,0.03355704697986577,0.053691275167785234,0.020134228187919462,0.04697986577181208,0.026845637583892617,0.040268456375838924,0.040268456375838924,0.0,0.020134228187919462,0.006711409395973154,0.006711409395973154,0.0,0.020134228187919462,0.04697986577181208,0.020134228187919462,0.03355704697986577,0.03355704697986577,0.053691275167785234,0.026845637583892617,0.006711409395973154,0.013422818791946308,0.013422818791946308,0.0,0.006711409395973154,0.013422818791946308,0.0,0.006711409395973154,0.0,0.0
"[-0.55%, -0.45%)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005681818181818182,0.005681818181818182,0.005681818181818182,0.017045454545454544,0.022727272727272728,0.017045454545454544,0.028409090909090908,0.028409090909090908,0.03409090909090909,0.011363636363636364,0.0,0.017045454545454544,0.022727272727272728,0.017045454545454544,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.011363636363636364,0.03977272727272727,0.045454545454545456,0.056818181818181816,0.03977272727272727,0.017045454545454544,0.045454545454545456,0.022727272727272728,0.017045454545454544,0.03977272727272727,0.045454545454545456,0.03977272727272727,0.022727272727272728,0.03977272727272727,0.011363636363636364,0.005681818181818182,0.045454545454545456,0.028409090909090908,0.017045454545454544,0.028409090909090908,0.005681818181818182,0.045454545454545456,0.0,0.011363636363636364,0.0,0.005681818181818182,0.0,0.005681818181818182,0.0,0.005681818181818182,0.0,0.0,0.0
"[-0.45%, -0.35%)",0.0,0.0,0.0,0.0,0.0,0.005952380952380952,0.0,0.0,0.005952380952380952,0.017857142857142856,0.017857142857142856,0.005952380952380952,0.017857142857142856,0.005952380952380952,0.017857142857142856,0.017857142857142856,0.06547619047619048,0.005952380952380952,0.005952380952380952,0.023809523809523808,0.011904761904761904,0.011904761904761904,0.017857142857142856,0.03571428571428571,0.03571428571428571,0.041666666666666664,0.02976190476190476,0.03571428571428571,0.017857142857142856,0.03571428571428571,0.02976190476190476,0.02976190476190476,0.05952380952380952,0.017857142857142856,0.023809523809523808,0.03571428571428571,0.05952380952380952,0.023809523809523808,0.005952380952380952,0.005952380952380952,0.05357142857142857,0.02976190476190476,0.02976190476190476,0.023809523809523808,0.02976190476190476,0.017857142857142856,0.017857142857142856,0.005952380952380952,0.0,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[-0.35%, -0.25%)",0.0,0.0,0.0,0.0,0.0051813471502590676,0.0,0.0051813471502590676,0.0,0.0051813471502590676,0.0,0.02072538860103627,0.010362694300518135,0.0051813471502590676,0.010362694300518135,0.010362694300518135,0.025906735751295335,0.010362694300518135,0.0,0.015544041450777202,0.015544041450777202,0.010362694300518135,0.025906735751295335,0.03626943005181347,0.031088082901554404,0.025906735751295335,0.046632124352331605,0.06217616580310881,0.04145077720207254,0.046632124352331605,0.031088082901554404,0.02072538860103627,0.05699481865284974,0.04145077720207254,0.03626943005181347,0.046632124352331605,0.015544041450777202,0.04145077720207254,0.015544041450777202,0.04145077720207254,0.0,0.010362694300518135,0.015544041450777202,0.03626943005181347,0.015544041450777202,0.010362694300518135,0.031088082901554404,0.031088082901554404,0.02072538860103627,0.0,0.0051813471502590676,0.0051813471502590676,0.0,0.0,0.0,0.0,0.0,0.0051813471502590676
"[-0.25%, -0.15%)",0.0,0.0,0.0,0.0,0.0,0.0091324200913242,0.0,0.0045662100456621,0.0045662100456621,0.0136986301369863,0.0182648401826484,0.0273972602739726,0.0136986301369863,0.0136986301369863,0.0182648401826484,0.0228310502283105,0.0365296803652968,0.0,0.0,0.0136986301369863,0.0136986301369863,0.0228310502283105,0.0182648401826484,0.0410958904109589,0.0273972602739726,0.0410958904109589,0.0182648401826484,0.0365296803652968,0.0091324200913242,0.0730593607305936,0.0365296803652968,0.0639269406392694,0.0319634703196347,0.0228310502283105,0.0273972602739726,0.0228310502283105,0.0319634703196347,0.0045662100456621,0.0273972602739726,0.0,0.0365296803652968,0.0319634703196347,0.0410958904109589,0.0091324200913242,0.0182648401826484,0.045662100456621,0.0182648401826484,0.0045662100456621,0.0091324200913242,0.0091324200913242,0.0,0.0045662100456621,0.0045662100456621,0.0,0.0,0.0,0.0
